Titel,Path,Streetname,Postalcode,Location,Price,Rooms,Area
4 ½ Zimmer-Wohnung in Perlen mieten,/de/wohnung/haslirainstrasse-10-6035-perlen/576695/,Haslirainstrasse 10,6035,Perlen,2040,4 ½,101 m²
1 Zimmer-Wohnung in Luzern mieten,/de/wohnung/ruopigenstrasse-8-6015-luzern/577023/,Ruopigenstrasse 8,6015,Luzern,755,1,27 m²
1 Zimmer-Wohnung in Luzern mieten,/de/wohnung/ruopigenstrasse-8-6015-luzern/577007/,Ruopigenstrasse 8,6015,Luzern,755,1,27 m²
4 Zimmer-Wohnung in Luzern mieten,/de/wohnung/matthofring-24-6005-luzern/576811/,Matthofring 24,6005,Luzern,1600,4,82 m²
3 ½ Zimmer-Wohnung in Emmenbrücke mieten,/de/wohnung/gerliswilstrasse-41-6020-emmenbrucke/576654/,Gerliswilstrasse 41,6020,Emmenbrücke,1490,3 ½,65 m²
2 Zimmer-Wohnung in Kriens mieten,/de/wohnung/arsenalstrasse-10-6010-kriens/576282/,Arsenalstrasse 10,6010,Kriens,1250,2,NaN
5 ½ Zimmer-Wohnung in Horw mieten,/de/wohnung/kantonsstrasse-40-6048-horw/569007/,Kantonsstrasse 40,6048,Horw,2885,5 ½,140 m²
4 ½ Zimmer-Wohnung in Udligenswil mieten,/de/wohnung/dorfstrasse-21-6044-udligenswil/575220/,Dorfstrasse 21,6044,Udligenswil,2350,4 ½,120 m²
3 Zimmer-Wohnung in Luzern mieten,/de/wohnung/eichwaldstrasse-35-6005-luzern/575200/,Eichwaldstrasse 35,6005,Luzern,1420,3,95 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/voltastrasse-24-6005-luzern/585069/,Voltastrasse 24,6005,Luzern,2040,3 ½,80 m²
3 ½ Zimmer-Wohnung in Ebikon mieten,/de/wohnung/schachenweidstr-105-6030-ebikon/574008/,Schachenweidstr. 105,6030,Ebikon,1530,3 ½,82 m²
4 ½ Zimmer-Wohnung in Adligenswil mieten,/de/wohnung/6043-adligenswil/574795/,no street available,6043,Adligenswil,850,4 ½,130 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/obermattlistrasse-13-6015-luzern/574705/,Obermättlistrasse 13,6015,Luzern,1250,3 ½,NaN
4 ½ Zimmer-Wohnung in Malters kaufen,/de/wohnung/malters-6102-malters/574032/,Malters,6102,Malters,940000,4 ½,131 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/gibraltarstrasse-31-6003-luzern/582100/,Gibraltarstrasse 31,6003,Luzern,2050,3 ½,108 m²
3 ½ Zimmer-Wohnung in Beromünster mieten,/de/wohnung/spittelgass-9-6215-beromunster/559297/,Spittelgass 9,6215,Beromünster,1850,3 ½,98 m²
2 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/moosstrasse-15-6003-luzern/571997/,Moosstrasse,15,"15,",1350,2 ½,NaN
3 Zimmer-Wohnung in Luzern mieten,/de/wohnung/wurzenbachstr-38-6006-luzern/571190/,Würzenbachstr. 38,6006,Luzern,1510,3,64 m²
4 ½ Zimmer-Wohnung in Neuenkirch mieten,/de/wohnung/zentrum-3-6206-neuenkirch/555509/,Zentrum 3,6206,Neuenkirch,1600,4 ½,107 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/seefeldstrasse-16-6006-luzern/570425/,Seefeldstrasse 16,6006,Luzern,2310,3 ½,95 m²
2 Zimmer-Wohnung in Luzern mieten,/de/wohnung/bundesplatz-4a-6003-luzern/570412/,Bundesplatz 4a,6003,Luzern,1250,2,47 m²
2 ½ Zimmer-Wohnung in Lucerne mieten,/de/wohnung/grabenstrasse-11-6004-lucerne/570401/,Grabenstrasse 11,6004,Lucerne,1590,2 ½,53 m²
2 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/bruchstrasse-9-6003-luzern/570206/,Bruchstrasse 9,6003,Luzern,1430,2 ½,42 m²
3 ½ Zimmer-Wohnung in Ebikon mieten,/de/wohnung/6030-ebikon/586431/,no street available,6030,Ebikon,1550,3 ½,81 m²
2 ½ Zimmer-Wohnung in Hochdorf mieten,/de/wohnung/dammstrasse21-6280-hochdorf/569599/,Dammstrasse21,6280,Hochdorf,1290,2 ½,82 m²
2 ½ Zimmer-Wohnung in Horw mieten,/de/wohnung/gemeindehausplatz-13-6048-horw/569490/,Gemeindehausplatz 13,6048,Horw,1730,2 ½,68 m²
4 Zimmer-Wohnung in Kriens mieten,/de/wohnung/schauenseestrasse-4-6010-kriens/569420/,Schauenseestrasse 4,6010,Kriens,1600,4,90 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/seefeldstrasse-12-6006-luzern/569255/,Seefeldstrasse 12,6006,Luzern,2380,3 ½,96 m²
4 ½ Zimmer-Wohnung in Emmen mieten,/de/wohnung/kolbenstrasse-13-6032-emmen/569130/,Kolbenstrasse 13,6032,Emmen,1460,4 ½,NaN
6 ½ Zimmer-Haus in Emmen kaufen,/de/wohnung/6020-emmen/568733/,no street available,6020,Emmen,1545000,6 ½,179 m²
8 Zimmer-Attikawohnung in Luzern kaufen,/de/wohnung/6006-luzern/568727/,no street available,6006,Luzern,3600000,8,205 m²
7 ½ Zimmer-Villa in Weggis kaufen,/de/wohnung/6353-weggis/568723/,no street available,6353,Weggis,4480000,7 ½,221 m²
4 ½ Zimmer-Wohnung in Malters kaufen,/de/wohnung/6102-malters/568720/,no street available,6102,Malters,1460000,4 ½,277 m²
2 ½ Zimmer-Wohnung in Malters kaufen,/de/wohnung/6102-malters/568719/,no street available,6102,Malters,665000,2 ½,133 m²
3 ½ Zimmer-Attikawohnung in Horw kaufen,/de/wohnung/6048-horw/568717/,no street available,6048,Horw,1920000,3 ½,161 m²
6 ½ Zimmer-Haus in Weggis kaufen,/de/wohnung/6353-weggis/568716/,no street available,6353,Weggis,4900000,6 ½,208 m²
9 ½ Zimmer-Haus in Luzern kaufen,/de/wohnung/6005-luzern/568715/,no street available,6005,Luzern,3480000,9 ½,298 m²
7 ½ Zimmer-Villa in Horw kaufen,/de/wohnung/6048-horw/568714/,no street available,6048,Horw,Anfrage,7 ½,300 m²
7 Zimmer-Wohnung in Malters kaufen,/de/wohnung/6102-malters/568713/,no street available,6102,Malters,2125000,7,410 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/udelbodenstrasse-1-6014-luzern/568394/,Udelbodenstrasse 1,6014,Luzern,1620,3 ½,76 m²
3 Zimmer-Wohnung in Luzern mieten,/de/wohnung/baselstrasse-97-6003-luzern/565468/,Baselstrasse 97,6003,Luzern,1800,3,NaN
4 ½ Zimmer-Wohnung in Kriens-Obernau mieten,/de/wohnung/hergiswaldstrasse-6-6012-kriens-obernau/556289/,Hergiswaldstrasse 6,6012,Kriens-Obernau,1860,4 ½,103 m²
3 ½ Zimmer-Wohnung in Malters mieten,/de/wohnung/weihermatte-6-6102-malters/559342/,Weihermatte 6,6102,Malters,1670,3 ½,85 m²
4 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/landschaustrasse-19-6006-luzern/559340/,Landschaustrasse 19,6006,Luzern,1800,4 ½,86 m²
3 ½ Zimmer-Wohnung in Alpnach mieten,/de/wohnung/chilenmattli-8-6055-alpnach/558956/,Chilenmattli 8,6055,Alpnach,1820,3 ½,86 m²
4 Zimmer-Wohnung in Luzern mieten,/de/wohnung/fluhmattweg-13-6004-luzern/558930/,Fluhmattweg,13,"13,",3410,4,150 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/an-der-kleinen-emme-2-6014-luzern/558917/,An der Kleinen Emme 2,6014,Luzern,1800,3 ½,NaN
3 ½ Zimmer-Wohnung in Ebikon mieten,/de/wohnung/luzernerstrasse-82-6030-ebikon/558851/,Luzernerstrasse 82,6030,Ebikon,2000,3 ½,72 m²
4 ½ Zimmer-Wohnung in Emmen mieten,/de/wohnung/untere-halten-3-6032-emmen/558848/,Untere Halten 3,6032,Emmen,1690,4 ½,95 m²
4 ½ Zimmer-Wohnung in Ebikon mieten,/de/wohnung/luzernerstrasse-82-6030-ebikon/558822/,Luzernerstrasse 82,6030,Ebikon,2750,4 ½,97 m²
4 ½ Zimmer-Wohnung in Schwarzenberg mieten,/de/wohnung/dorfstrasse-8-6103-schwarzenberg/558678/,Dorfstrasse 8,6103,Schwarzenberg,1510,4 ½,NaN
4 ½ Zimmer-Wohnung in Neuenkirch mieten,/de/wohnung/zentrum-1-6206-neuenkirch/558277/,Zentrum 1,6206,Neuenkirch,1980,4 ½,101 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/gruneggstrasse-10-6005-luzern/548199/,Grüneggstrasse 10,6005,Luzern,1725,3 ½,72 m²
2 ½ Zimmer-Dachwohnung in Luzern mieten,/de/wohnung/mariahilfgasse-7-6004-luzern/556609/,Mariahilfgasse 7,6004,Luzern,1880,2 ½,76 m²
3 Zimmer-Wohnung in Rothenburg mieten,/de/wohnung/flecken-28-6023-rothenburg/557514/,Flecken 28,6023,Rothenburg,1390,3,69 m²
3 ½ Zimmer-Wohnung in Obernau kaufen,/de/wohnung/feldhofli-7-6012-obernau/557509/,Feldhöfli 7,6012,Obernau,755000,3 ½,100 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/eichmattstrasse-3-6005-luzern/557218/,Eichmattstrasse 3,6005,Luzern,1995,3 ½,81 m²
2 ½ Zimmer-Wohnung in Kriens mieten,/de/wohnung/am-mattenhof-4a-6010-kriens/557202/,Am Mattenhof 4a,6010,Kriens,1640,2 ½,67 m²
1 Zimmer-Wohnung in Kriens mieten,/de/wohnung/schachenstrasse-4-6010-kriens/557132/,Schachenstrasse 4,6010,Kriens,1290,1,23 m²
4 ½ Zimmer-Wohnung in Horw mieten,/de/wohnung/steinenstrasse-2-6048-horw/556712/,Steinenstrasse 2,6048,Horw,2540,4 ½,90 m²
2 ½ Zimmer-Wohnung in Malters mieten,/de/wohnung/muoshofstr-3-6102-malters/556565/,Muoshofstr. 3,6102,Malters,1320,2 ½,64 m²
2 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/langweiherstr-10-6014-luzern/555776/,Längweiherstr. 10,6014,Luzern,1390,2 ½,56 m²
1 Zimmer-Wohnung in Emmenbrücke mieten,/de/wohnung/meierhoflistrasse-3-6020-emmenbrucke/555405/,Meierhöflistrasse 3,6020,Emmenbrücke,980,1,40 m²
1 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/grabenstrasse-13-6004-luzern/554987/,Grabenstrasse 13,6004,Luzern,2100,1 ½,106 m²
6 ½ Zimmer-Doppeleinfamilienhaus in Kriens mieten,/de/wohnung/oberhusrain-12-6010-kriens/553510/,Oberhusrain 12,6010,Kriens,4400,6 ½,158 m²
2 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/guterstr-2b-6005-luzern/554302/,Güterstr. 2b,6005,Luzern,1840,2 ½,69 m²
1 Zimmer-Wohnung in Luzern mieten,/de/wohnung/wurzenbachhalde-13-6006-luzern/553318/,Würzenbachhalde 13,6006,Luzern,890,1,25 m²
3 ½ Zimmer-Wohnung in Emmenbrücke mieten,/de/wohnung/6020-emmenbrucke/553173/,no street available,6020,Emmenbrücke,1565,3 ½,70 m²
1 Zimmer-Wohnung in Luzern mieten,/de/wohnung/6003-luzern/553070/,no street available,6003,Luzern,750,1,24 m²
3 ½ Zimmer-Wohnung in Ebikon mieten,/de/wohnung/schachenweidstr-123-6030-ebikon/552097/,Schachenweidstr. 123,6030,Ebikon,1445,3 ½,76 m²
3 ½ Zimmer-Wohnung in Rain mieten,/de/wohnung/chileweg-3-6026-rain/552884/,Chileweg 3,6026,Rain,1950,3 ½,NaN
4 Zimmer-Wohnung in Meggen mieten,/de/wohnung/eiholzmatte-4-6045-meggen/551830/,Eiholzmatte 4,6045,Meggen,2225,4,90 m²
2 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/hirtenhofring-19-6005-luzern/551942/,Hirtenhofring 19,6005,Luzern,1735,2 ½,NaN
2 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/sagenmattrain-3-6003-luzern/551824/,Sagenmattrain 3,6003,Luzern,1320,2 ½,40 m²
4 ½ Zimmer-Wohnung in Emmen mieten,/de/wohnung/reussmatt-3-6032-emmen/532792/,Reussmatt 3,6032,Emmen,1490,4 ½,NaN
4 Zimmer-Wohnung in Luzern mieten,/de/wohnung/6004-luzern/551652/,no street available,6004,Luzern,1950,4,100 m²
3 Zimmer-Wohnung in Ebikon mieten,/de/wohnung/althof-2-6030-ebikon/550360/,Althof 2,6030,Ebikon,1500,3,NaN
4 ½ Zimmer-Wohnung in Emmen mieten,/de/wohnung/meilipromenade-25-6032-emmen/533462/,Meilipromenade 25,6032,Emmen,2140,4 ½,105 m²
4 Zimmer-Wohnung in Littau Luzern mieten,/de/wohnung/luzernerstrasse-132-6014-littau-luzern/542526/,Luzernerstrasse 132,6014,Littau,1575,4,80 m²
3 ½ Zimmer-Wohnung in Horw mieten,/de/wohnung/gemeindehausplatz-13-6048-horw/546949/,Gemeindehausplatz 13,6048,Horw,1960,3 ½,90 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/gibraltarstrasse-30-6003-luzern/554545/,Gibraltarstrasse 30,6003,Luzern,2060,3 ½,85 m²
5 ½ Zimmer-Wohnung in Alpnach Dorf mieten,/de/wohnung/bitzistrasse-15-6055-alpnach-dorf/547271/,Bitzistrasse 15,6055,Alpnach,3330,5 ½,150 m²
3 ½ Zimmer-Wohnung in Alpnach mieten,/de/wohnung/chilenmattli-10-6055-alpnach/531952/,Chilenmattli 10,6055,Alpnach,1767,3 ½,85 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/lowenplatz-9-6004-luzern/546990/,Löwenplatz 9,6004,Luzern,1870,3 ½,NaN
4 ½ Zimmer-Wohnung in Udligenswil kaufen,/de/wohnung/udligenswil-6044-udligenswil/546946/,Udligenswil,6044,Udligenswil,1350000,4 ½,132 m²
4 ½ Zimmer-Wohnung in Kriens mieten,/de/wohnung/schlossweg-6-6010-kriens/546871/,Schlossweg 6,6010,Kriens,1260,4 ½,NaN
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/bergstrasse-1-6004-luzern/569543/,Bergstrasse 1,6004,Luzern,2190,3 ½,89 m²
3 Zimmer-Wohnung in Luzern mieten,/de/wohnung/6003-luzern/546259/,no street available,6003,Luzern,1620,3,64 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/grunauring-19-6014-luzern/546031/,Grünauring 19,6014,Luzern,1890,3 ½,87 m²
2 ½ Zimmer-Wohnung in Kriens mieten,/de/wohnung/villastr-12-6010-kriens/545701/,Villastr. 12,6010,Kriens,1340,2 ½,61 m²
2 Zimmer-Wohnung in Luzern mieten,/de/wohnung/hertensteinstrasse-32-6004-luzern/545639/,Hertensteinstrasse 32,6004,Luzern,1560,2,56 m²
3 ½ Zimmer-Wohnung in Emmenbrücke mieten,/de/wohnung/sedelstrasse-22-6020-emmenbrucke/545541/,Sedelstrasse 22,6020,Emmenbrücke,1320,3 ½,65 m²
3 Zimmer-Wohnung in Luzern mieten,/de/wohnung/sagenmattstrasse-22-6003-luzern/544852/,Sagenmattstrasse 22,6003,Luzern,1449,3,NaN
2 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/uferweg-6-6014-luzern/544806/,Uferweg 6,6014,Luzern,1100,2 ½,NaN
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/langweiherstr-20-6014-luzern/542817/,Längweiherstr. 20,6014,Luzern,1540,3 ½,75 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/claridenstrasse-9-6003-luzern/542465/,Claridenstrasse 9,6003,Luzern,2550,3 ½,75 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/seefeldstrasse-6-6006-luzern/542358/,Seefeldstrasse 6,6006,Luzern,2570,3 ½,87 m²
2 Zimmer-Wohnung in Luzern mieten,/de/wohnung/ennetweg-4-6015-luzern/542147/,Ennetweg 4,6015,Luzern,1290,2,37 m²
4 ½ Zimmer-Wohnung in Kriens mieten,/de/wohnung/eichenspesstr-12-6010-kriens/540488/,Eichenspesstr. 12,6010,Kriens,1990,4 ½,106 m²
2 Zimmer-Wohnung in Luzern mieten,/de/wohnung/baselstrasse-22-6003-luzern/540047/,Baselstrasse 22,6003,Luzern,1410,2,67 m²
3 ½ Zimmer-Attikawohnung in Neudorf mieten,/de/wohnung/luzernerstrasse-5a-6025-neudorf/530408/,Luzernerstrasse 5A,6025,Neudorf,1970,3 ½,88 m²
4 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/spannortstrasse-14-6003-luzern/539251/,Spannortstrasse 14,6003,Luzern,1950,4 ½,104 m²
3 ½ Zimmer-Wohnung in Emmenbrücke mieten,/de/wohnung/adligenstrasse-7-6020-emmenbrucke/538866/,Adligenstrasse 7,6020,Emmenbrücke,1480,3 ½,69 m²
5 ½ Zimmer-Wohnung in Kägiswil kaufen,/de/wohnung/mittelgasse-9-6056-kagiswil/538467/,Mittelgasse 9,6056,Kägiswil,Anfrage,5 ½,130 m²
3 Zimmer-Wohnung in Kriens mieten,/de/wohnung/gartnerweg-2-6010-kriens/538402/,Gärtnerweg 2,6010,Kriens,1595,3,74 m²
3 ½ Zimmer-Wohnung in Emmenbrücke kaufen,/de/wohnung/emmenbrucke-6020-emmenbrucke/535652/,Emmenbrücke,6020,Emmenbrücke,730000,3 ½,114 m²
3 ½ Zimmer-Wohnung in Kriens mieten,/de/wohnung/am-mattenhof-14-6010-kriens/534727/,Am Mattenhof 14,6010,Kriens,2190,3 ½,86 m²
2 ½ Zimmer-Wohnung in Kriens mieten,/de/wohnung/am-mattenhof-14-6010-kriens/534725/,Am Mattenhof 14,6010,Kriens,1825,2 ½,69 m²
3 Zimmer-Wohnung in Luzern mieten,/de/wohnung/baselstrasse-27-6003-luzern/534702/,Baselstrasse 27,6003,Luzern,1350,3,60 m²
4 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/sagenmattstrasse-28-6003-luzern/505462/,Sagenmattstrasse 28,6003,Luzern,1960,4 ½,85 m²
1 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/ruopigenstrasse-8-6015-luzern/531414/,Ruopigenstrasse 8,6015,Luzern,1075,1 ½,46 m²
2 ½ Zimmer-Wohnung in Alpnach Dorf mieten,/de/wohnung/allmendweg-3-6055-alpnach-dorf/530738/,Allmendweg 3,6055,Alpnach,1540,2 ½,54 m²
2 ½ Zimmer-Wohnung in Kriens mieten,/de/wohnung/villastr-12-6010-kriens/529589/,Villastr. 12,6010,Kriens,1360,2 ½,61 m²
2 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/schlosslihalde-31a-6006-luzern/528901/,Schlösslihalde 31A,6006,Luzern,1790,2 ½,66 m²
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/maihofstr-68a-6006-luzern/528895/,Maihofstr. 68A,6006,Luzern,1670,3 ½,81 m²
3 Zimmer-Wohnung in Luzern mieten,/de/wohnung/bundesplatz-4-6003-luzern/528888/,Bundesplatz 4,6003,Luzern,1880,3,90 m²
1 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/seehof-7-6004-luzern/528303/,Seehof 7,6004,Luzern,1455,1 ½,32 m²
3 ½ Zimmer-Wohnung in Inwil mieten,/de/wohnung/pannerhofstrasse-7-6034-inwil/528298/,Pannerhofstrasse 7,6034,Inwil,1810,3 ½,78 m²
2 Zimmer-Wohnung in Luzern mieten,/de/wohnung/langensandstrasse-82-6005-luzern/526445/,Langensandstrasse 82,6005,Luzern,1150,2,43 m²
2 Zimmer-Einliegerwohnung in Rigi-Kaltbad mieten,/de/wohnung/steiglenweg-1-6356-rigi-kaltbad/521722/,Steiglenweg 1,6356,Rigi-Kaltbad,1400,2,40 m²
2 ½ Zimmer-Wohnung in Adligenswil mieten,/de/wohnung/ebrutistrasse-1-6043-adligenswil/522770/,Ebrütistrasse 1,6043,Adligenswil,1400,2 ½,NaN
3 ½ Zimmer-Wohnung in Luzern mieten,/de/wohnung/wurzenbachhalde-7-6006-luzern/522760/,Würzenbachhalde 7,6006,Luzern,1710,3 ½,79 m²
3 Zimmer-Wohnung in Luzern mieten,/de/wohnung/bernstrasse-57-b-6003-luzern/523038/,Bernstrasse 57 b,6003,Luzern,1510,3,58 m²
3 ½ Zimmer-Wohnung in Malters mieten,/de/wohnung/muoshofstr-7a-6102-malters/521930/,Muoshofstr. 7a,6102,Malters,1533,3 ½,76 m²
5 ½ Zimmer-Wohnung in Hochdorf mieten,/de/wohnung/rathausstrasse-13-6280-hochdorf/519135/,Rathausstrasse 13,6280,Hochdorf,2130,5 ½,105 m²
