Titel,Path,Streetname,Postalcode,Location,Price,Rooms,Area
3 Zimmer-Wohnung in zurich mieten,/de/wohnung/albisriederplatz-1-8003-zurich/573563/,Albisriederplatz 1,8003,zurich,2313,3,68 m²
2 ½ Zimmer-Wohnung in Zürich mieten,/de/wohnung/winterthurerstr-344-8057-zurich/571385/,Winterthurerstr. 344,8057,Zürich,1730,2 ½,56 m²
4 ½ Zimmer-Wohnung in Wallisellen mieten,/de/wohnung/engenbuelstr-6-8304-wallisellen/571382/,Engenbüelstr. 6,8304,Wallisellen,2285,4 ½,122 m²
3 ½ Zimmer-Wohnung in Zürich mieten,/de/wohnung/8051-zurich/569403/,no street available,8051,Zürich,1790,3 ½,85 m²
2 ½ Zimmer-Wohnung in Küsnacht mieten,/de/wohnung/schubelstrasse-2-8700-kusnacht/559398/,Schübelstrasse 2,8700,Küsnacht,2090,2 ½,60 m²
4 Zimmer-Wohnung in Oberengstringen mieten,/de/wohnung/honggerstrasse-9-8102-oberengstringen/550547/,Hönggerstrasse 9,8102,Oberengstringen,1720,4,67 m²
3 Zimmer-Wohnung in Zürich mieten,/de/wohnung/bernerstrasse-nord-172-8064-zurich/556877/,Bernerstrasse Nord 172,8064,Zürich,2090,3,NaN
2 ½ Zimmer-Wohnung in zurich mieten,/de/wohnung/niederdorfstrasse-8001-zurich/553235/,Niederdorfstrasse,8001,zurich,4500,2 ½,110 m²
3 Zimmer-Wohnung in Zürich mieten,/de/wohnung/gasometerstrasse-26-8005-zurich/553050/,Gasometerstrasse 26,8005,Zürich,2761,3,70 m²
1 ½ Zimmer-Wohnung in ZÜRICH mieten,/de/wohnung/8004-zurich/552207/,no street available,8004,ZÜRICH,1580,1 ½,NaN
2 ½ Zimmer-Wohnung in Zollikon mieten,/de/wohnung/rebwiesstr-58-8702-zollikon/552193/,Rebwiesstr. 58,8702,Zollikon,3490,2 ½,102 m²
3 ½ Zimmer-Wohnung in Zürich mieten,/de/wohnung/winterthurerstr-344-8057-zurich/551554/,Winterthurerstr. 344,8057,Zürich,2060,3 ½,80 m²
4 Zimmer-Wohnung in Zürich mieten,/de/wohnung/balberstrasse-68-8038-zurich/549301/,Balberstrasse 68,8038,Zürich,2035,4,67 m²
4 Zimmer-Wohnung in Adliswil mieten,/de/wohnung/wachtstrasse-23-8134-adliswil/550347/,Wachtstrasse 23,8134,Adliswil,2350,4,95 m²
3 ½ Zimmer-Wohnung in Opfikon mieten,/de/wohnung/rietgrabenstrasse-80-8152-opfikon/550134/,Rietgrabenstrasse 80,8152,Opfikon,2200,3 ½,80 m²
2 ½ Zimmer-Wohnung in Zurich mieten,/de/wohnung/etzelstrasse-28-8038-zurich/549545/,Etzelstrasse 28,8038,Zurich,2327,2 ½,61 m²
3 Zimmer-Wohnung in Kloten mieten,/de/wohnung/amselweg-15-8302-kloten/522430/,Amselweg 15,8302,Kloten,1750,3,66 m²
3 Zimmer-Wohnung in Wallisellen mieten,/de/wohnung/neue-winterthurerstrasse-77-8304-wallisellen/546285/,Neue Winterthurerstrasse 77,8304,Wallisellen,1990,3,NaN
3 ½ Zimmer-Wohnung in Zurich mieten,/de/wohnung/birmensdorferstrasse-38-8004-zurich/545166/,birmensdorferstrasse 38,8004,Zurich,2150,3 ½,70 m²
3 Zimmer-Wohnung in Dübendorf mieten,/de/wohnung/hoglerstr-13-8600-dubendorf/544412/,Höglerstr. 13,8600,Dübendorf,1592,3,67 m²
4 ½ Zimmer-Wohnung in Opfikon / Glattbrugg mieten,/de/wohnung/8152-opfikon-glattbrugg/543804/,no street available,8152,Opfikon,3360,4 ½,140 m²
4 ½ Zimmer-Wohnung in Regensdorf mieten,/de/wohnung/eichwatt-13-8105-regensdorf/541787/,Eichwatt 13,8105,Regensdorf,2250,4 ½,111 m²
4 ½ Zimmer-Wohnung in Zürich mieten,/de/wohnung/georg-kempf-strasse-20-8046-zurich/539044/,Georg Kempf-Strasse 20,8046,Zürich,2450,4 ½,85 m²
4 Zimmer-Wohnung in Zürich mieten,/de/wohnung/glatttalstrasse-58-8052-zurich/487098/,Glatttalstrasse 58,8052,Zürich,1990,4,82 m²
5 ½ Zimmer-Wohnung in Zürich mieten,/de/wohnung/wydackerring-8047-zurich/532859/,Wydäckerring,8047,Zürich,Anfrage,5 ½,NaN
4 ½ Zimmer-Wohnung in Zürich mieten,/de/wohnung/wydackerring-8047-zurich/532857/,Wydäckerring,8047,Zürich,Anfrage,4 ½,NaN
4 ½ Zimmer-Wohnung in Adliswil mieten,/de/wohnung/zwangiweg-6-8134-adliswil/525245/,Zwängiweg 6,8134,Adliswil,2125,4 ½,NaN
1 ½ Zimmer-Einliegerwohnung in Adliswil mieten,/de/wohnung/weinbergstrasse-17-8134-adliswil/522015/,Weinbergstrasse 17,8134,Adliswil,1475,1 ½,35 m²
2 Zimmer-Wohnung in Zürich mieten,/de/wohnung/kugeliloostrasse-39-8046-zurich/518712/,Kügeliloostrasse 39,8046,Zürich,1200,2,NaN
2 ½ Zimmer-Maisonette in Dübendorf mieten,/de/wohnung/querstrasse-10-8600-dubendorf/360936/,Querstrasse 10,8600,Dübendorf,2480,2 ½,104 m²
2 ½ Zimmer-Wohnung in Uitikon-Waldegg mieten,/de/wohnung/leuengasse-71-83-8142-uitikon-waldegg/503676/,Leuengasse 71 - 83,8142,Uitikon-Waldegg,8142,2 ½,60 m²
3 ½ Zimmer-Wohnung in Uitikon-Waldegg mieten,/de/wohnung/leuengasse-71-83-8142-uitikon-waldegg/503663/,Leuengasse 71 - 83,8142,Uitikon-Waldegg,8142,3 ½,98 m²
3 ½ Zimmer-Wohnung in Wallisellen mieten,/de/wohnung/im-langacker-17-8304-wallisellen/496937/,Im Langacker 17,8304,Wallisellen,2030,3 ½,77 m²
2 Zimmer-Wohnung in Zürich mieten,/de/wohnung/uetlibergstrasse-77-8045-zurich/494370/,Uetlibergstrasse 77,8045,Zürich,2390,2,39 m²
4 ½ Zimmer-Wohnung in Zollikerberg mieten,/de/wohnung/am-brunnenbachli-26-8125-zollikerberg/426155/,Am Brunnenbächli 26,8125,Zollikerberg,2357,4 ½,97 m²
1 ½ Zimmer-Dachwohnung in Hedingen mieten,/de/wohnung/gehrrebenstrasse-8-8908-hedingen/422497/,Gehrrebenstrasse 8,8908,Hedingen,1390,1 ½,38 m²
3 ½ Zimmer-Wohnung in Zürich mieten,/de/wohnung/rautihalde-10-8048-zurich/359360/,Rautihalde  10,8048,Zürich,2810,3 ½,83 m²
3 Zimmer-Maisonette in Zürich mieten,/de/wohnung/froschaugasse-5-8001-zurich/290794/,Froschaugasse 5,8001,Zürich,3430,3,79 m²
2 Zimmer-Wohnung in Allschwil mieten,/de/wohnung/baselmattweg-46-4123-allschwil/605414/,Baselmattweg 46,4123,Allschwil,1370,2,51 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/hammerstrasse-163-4057-basel/605366/,Hammerstrasse 163,4057,Basel,1540,2,37 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/guterstrasse-199-4053-basel/601328/,Güterstrasse 199,4053,Basel,1340,2 ½,48 m²
3 Zimmer-Wohnung in Münchenstein mieten,/de/wohnung/birseckstrasse-58-4142-munchenstein/591385/,Birseckstrasse 58,4142,Münchenstein,1410,3,64 m²
1 Zimmer-Wohnung in Basel mieten,/de/wohnung/steinengraben-71-4051-basel/605284/,Steinengraben 71,4051,Basel,980,1,35 m²
1 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/jj-balmer-strasse-7-4053-basel/605194/,J.J. Balmer-Strasse 7,4053,Basel,1030,1 ½,30 m²
1 ½ Zimmer-Dachwohnung in Binningen mieten,/de/wohnung/kernmattstrasse-8-4102-binningen/605152/,Kernmattstrasse 8,4102,Binningen,1190,1 ½,NaN
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/erlenmattstr-81-4058-basel/605109/,Erlenmattstr. 81,4058,Basel,2200,3 ½,85 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/rutlistrasse-2-4051-basel/605009/,Rütlistrasse 2,4051,Basel,1895,3 ½,72 m²
1 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/neuweilerstrasse-27-4054-basel/604728/,Neuweilerstrasse 27,4054,Basel,1030,1 ½,40 m²
3 Zimmer-Wohnung in Binningen mieten,/de/wohnung/lindenstrasse-33-4102-binningen/586865/,Lindenstrasse 33,4102,Binningen,1640,3,73 m²
4 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/jurastrasse-10-4053-basel/604669/,Jurastrasse 10,4053,Basel,2500,4 ½,120 m²
5 ½ Zimmer-Maisonette in Basel mieten,/de/wohnung/martinskirchplatz-15-4051-basel/584528/,Martinskirchplatz 15,4051,Basel,4750,5 ½,240 m²
4 Zimmer-Wohnung in Basel mieten,/de/wohnung/birsigstrasse-138-4054-basel/604535/,Birsigstrasse 138,4054,Basel,2070,4,85 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/reinacherstr-136-4053-basel/604316/,Reinacherstr. 136,4053,Basel,1220,2,NaN
7 Zimmer-Wohnung in Basel mieten,/de/wohnung/rennweg-51-4052-basel/604276/,Rennweg 51,4052,Basel,4800,7,180 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/metzerstrasse-10-4056-basel/604249/,Metzerstrasse 10,4056,Basel,1280,3,60 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/st-jakobs-strasse-53-4052-basel/604246/,St. Jakobs-Strasse 53,4052,Basel,1490,3 ½,78 m²
4 Zimmer-Wohnung in Basel mieten,/de/wohnung/schwarzwaldallee-171-4058-basel/604147/,Schwarzwaldallee 171,4058,Basel,2040,4,99 m²
3 Zimmer-Wohnung in Birsfelden mieten,/de/wohnung/rheinparkstrasse-5-4127-birsfelden/580194/,Rheinparkstrasse 5,4127,Birsfelden,1770,3,75 m²
1 Zimmer-Wohnung in Birsfelden mieten,/de/wohnung/rheinparkstrasse-3-4127-birsfelden/588908/,Rheinparkstrasse 3,4127,Birsfelden,1020,1,29 m²
3 ½ Zimmer-Wohnung in Birsfelden mieten,/de/wohnung/florastrasse-30-4127-birsfelden/600362/,Florastrasse 30,4127,Birsfelden,1610,3 ½,63 m²
1 Zimmer-Wohnung in Basel mieten,/de/wohnung/clarahofweg-47-4058-basel/601330/,Clarahofweg 47,4058,Basel,1265,1,39 m²
1 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/claragraben-84-4058-basel/553264/,Claragraben 84,4058,Basel,1060,1 ½,40 m²
1 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/wiesenstrasse-14-4057-basel/602923/,Wiesenstrasse 14,4057,Basel,880,1 ½,38 m²
4 ½ Zimmer-Wohnung in Münchenstein mieten,/de/wohnung/therwilerstrasse-12-4142-munchenstein/601051/,Therwilerstrasse 12,4142,Münchenstein,2290,4 ½,95 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/holeestrasse-159-4054-basel/600332/,Holeestrasse 159,4054,Basel,1450,3,57 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/hochstrasse-66-4053-basel/602922/,Hochstrasse 66,4053,Basel,1399,2,40 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/gundeldingerrain-12-tec-4053-basel/575993/,Gundeldingerrain 12 (TEC),4053,Basel,1058,2,47 m²
3 ½ Zimmer-Wohnung in Binningen mieten,/de/wohnung/bottmingerstrasse-121-4102-binningen/603992/,Bottmingerstrasse 121,4102,Binningen,1978,3 ½,79 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/4058-basel/603821/,no street available,4058,Basel,1600,3 ½,NaN
4 ½ Zimmer-Wohnung in Muttenz mieten,/de/wohnung/st-jakob-strasse-108-4132-muttenz/594569/,St. Jakob-Strasse 108,4132,Muttenz,2300,4 ½,96 m²
3 ½ Zimmer-Wohnung in Muttenz mieten,/de/wohnung/st-jakob-strasse-108-4132-muttenz/594558/,St. Jakob-Strasse 108,4132,Muttenz,1750,3 ½,73 m²
2 ½ Zimmer-Wohnung in Muttenz mieten,/de/wohnung/st-jakob-strasse-108-4132-muttenz/594556/,St. Jakob-Strasse 108,4132,Muttenz,1300,2 ½,44 m²
1 ½ Zimmer-Studio in Muttenz mieten,/de/wohnung/st-jakob-strasse-108-4132-muttenz/594328/,St. Jakob-Strasse 108,4132,Muttenz,1100,1 ½,31 m²
3 Zimmer-Wohnung in Münchenstein mieten,/de/wohnung/birseckstrasse-56-4142-munchenstein/600712/,Birseckstrasse 56,4142,Münchenstein,1446,3,64 m²
4 ½ Zimmer-Maisonette in Allschwil mieten,/de/wohnung/feldstrasse-65-4123-allschwil/580382/,Feldstrasse 65,4123,Allschwil,2300,4 ½,118 m²
4 ½ Zimmer-Wohnung in Oberwil BL mieten,/de/wohnung/rohrhagstrasse-2-4104-oberwil-bl/579817/,Rohrhagstrasse 2,4104,Oberwil,2210,4 ½,87 m²
4 ½ Zimmer-Wohnung in Birsfelden mieten,/de/wohnung/blauenstrasse-1-4127-birsfelden/600960/,Blauenstrasse 1,4127,Birsfelden,2020,4 ½,91 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/drahtzugstrasse-67-4057-basel/603073/,Drahtzugstrasse 67,4057,Basel,1690,3,65 m²
4 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/hardstrasse-85-4052-basel/593982/,Hardstrasse 85,4052,Basel,2190,4 ½,107 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/st-jakobs-strasse-112-4052-basel/603034/,St. Jakobs-Strasse 112,4052,Basel,2110,3 ½,100 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/schorenweg-36-4058-basel/602996/,Schorenweg 36,4058,Basel,1370,2 ½,59 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/adlerstrasse-36-4052-basel/602814/,Adlerstrasse 36,4052,Basel,1055,2 ½,73 m²
4 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/adlerstrasse-32-4052-basel/602812/,Adlerstrasse 32,4052,Basel,1440,4 ½,105 m²
4 Zimmer-Wohnung in Basel mieten,/de/wohnung/kohlenberg-31-4051-basel/578842/,Kohlenberg 31,4051,Basel,2340,4,86 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/lehenmattstrasse-141-4052-basel/602801/,Lehenmattstrasse 141,4052,Basel,2090,3,95 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/adlerstrasse-34-4052-basel/602723/,Adlerstrasse 34,4052,Basel,1450,3 ½,85 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/hochstrasse-66-4053-basel/602699/,Hochstrasse 66,4053,Basel,1600,2 ½,51 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/metzerstrasse-10-4056-basel/602648/,Metzerstrasse,4056,Basel,1180,3,60 m²
4 Zimmer-Wohnung in Binningen mieten,/de/wohnung/oberwilerstrasse-66-4102-binningen/602632/,Oberwilerstrasse 66,4102,Binningen,2550,4,114 m²
5 Zimmer-Wohnung in Basel mieten,/de/wohnung/riehenring-173-4058-basel/602570/,Riehenring 173,4058,Basel,2670,5,119 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/kanonengasse-18-4051-basel/602566/,Kanonengasse 18,4051,Basel,1660,2 ½,65 m²
3 ½ Zimmer-Wohnung in Birsfelden mieten,/de/wohnung/friedhofstrasse-13-4127-birsfelden/602558/,Friedhofstrasse 13,4127,Birsfelden,1490,3 ½,69 m²
4 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/gellertstrasse-175-4052-basel/598710/,Gellertstrasse 175,4052,Basel,2040,4 ½,104 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/lehenmattstrasse-284-4052-basel/500248/,Lehenmattstrasse 284,4052,Basel,2070,3 ½,92 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/lehenmattstrasse-284-4052-basel/500268/,Lehenmattstrasse 284,4052,Basel,1640,2 ½,65 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/lehenmattstrasse-284-4052-basel/500285/,Lehenmattstrasse 284,4052,Basel,1760,2 ½,65 m²
6 Zimmer-Wohnung in Basel mieten,/de/wohnung/steinengraben-79-4051-basel/602434/,Steinengraben 79,4051,Basel,2620,6,144 m²
5 ½ Zimmer-Wohnung in Binningen mieten,/de/wohnung/margarethenstrasse-63-4102-binningen/602433/,Margarethenstrasse 63,4102,Binningen,2770,5 ½,124 m²
2 Zimmer-Wohnung in Allschwil mieten,/de/wohnung/lettenweg-121-4123-allschwil/602431/,Lettenweg 121,4123,Allschwil,1110,2,51 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/metzerstrasse-32-4056-basel/602428/,Metzerstrasse 32,4056,Basel,2165,3,89 m²
4 Zimmer-Wohnung in Riehen mieten,/de/wohnung/im-hirshalm-33-4125-riehen/598006/,Im Hirshalm 33,4125,Riehen,2720,4,109 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/gellertstrasse-97-4052-basel/602282/,Gellertstrasse 97,4052,Basel,3360,3 ½,134 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/baumlihofstrasse-92-4058-basel/602280/,Bäumlihofstrasse 92,4058,Basel,1495,2,54 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/steinengraben-77-4051-basel/602274/,Steinengraben 77,4051,Basel,1750,2,63 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/laufenstr-22-4053-basel/602125/,Laufenstr. 22,4053,Basel,1740,3,62 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/oberwilerstrasse-153-4054-basel/602042/,Oberwilerstrasse 153,4054,Basel,1180,2 ½,NaN
1 ½ Zimmer-Wohnung in basel mieten,/de/wohnung/feldbergstrasse-23-4057-basel/602036/,Feldbergstrasse 23,4057,basel,1140,1 ½,NaN
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/riehentorstr-33-4058-basel/595805/,Riehentorstr. 33,4058,Basel,1290,2,62 m²
3 ½ Zimmer-Maisonette in Basel mieten,/de/wohnung/spalenberg-10-4051-basel/601893/,Spalenberg 10,4051,Basel,3500,3 ½,135 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/heuberg-14-4051-basel/601776/,Heuberg 14,4051,Basel,1950,3,82 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/clarahofweg-47-4058-basel/600438/,Clarahofweg 47,4058,Basel,2890,3 ½,109 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/clarahofweg-47-4058-basel/600431/,Clarahofweg 47,4058,Basel,2490,3 ½,90 m²
2 Zimmer-Loft in Basel mieten,/de/wohnung/sarnerstrasse-2-4055-basel/601529/,Sarnerstrasse 2,4055,Basel,1265,2,NaN
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/klingelbergstrasse-37-4056-basel/601527/,Klingelbergstrasse,4056,Basel,1450,2 ½,80 m²
1 Zimmer-Wohnung in Basel mieten,/de/wohnung/guterstr-177-4053-basel/601477/,Güterstr. 177,4053,Basel,995,1,34 m²
3 Zimmer-Wohnung in Münchenstein mieten,/de/wohnung/aeussere-lange-heid-3-4142-munchenstein/601459/,Aeussere Lange Heid 3,4142,Münchenstein,1400,3,62 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/hardstrasse-111-4052-basel/586950/,Hardstrasse 111,4052,Basel,1090,2,49 m²
Studio in Basel mieten,/de/wohnung/ziegelstr-10-4055-basel/601436/,Ziegelstr. 10,4055,Basel,650,NaN,23 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/spalenvorstadt-37-4051-basel/601435/,Spalenvorstadt 37,4051,Basel,1230,2,50 m²
4 Zimmer-Wohnung in Oberwil mieten,/de/wohnung/bachstrasse-6-4104-oberwil/601421/,Bachstrasse 6,4104,Oberwil,1770,4,74 m²
1 Zimmer-Wohnung in Basel mieten,/de/wohnung/fasanenstr-140-4058-basel/601418/,Fasanenstr. 140,4058,Basel,880,1,32 m²
5 ½ Zimmer-Maisonette in Basel mieten,/de/wohnung/missionsstr-3-4055-basel/601404/,Missionsstr. 3,4055,Basel,4400,5 ½,165 m²
4 ½ Zimmer-Wohnung in Allschwil mieten,/de/wohnung/belchenring-67-4123-allschwil/592838/,Belchenring 67,4123,Allschwil,2395,4 ½,112 m²
1 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/sevogelstrasse-140-142-4052-basel/601292/,Sevogelstrasse 140 -142,4052,Basel,1130,1 ½,37 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/voltastrasse-123-4056-basel/600871/,Voltastrasse 123,4056,Basel,1900,2 ½,63 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/voltastrasse-123-4056-basel/596694/,Voltastrasse 123,4056,Basel,1910,2 ½,63 m²
3 ½ Zimmer-Dachwohnung in Basel mieten,/de/wohnung/hasenmattstrasse-3-4059-basel/601170/,Hasenmattstrasse 3,4059,Basel,2470,3 ½,140 m²
3 ½ Zimmer-Wohnung in Allschwil mieten,/de/wohnung/langenhagweg-9-4123-allschwil/601169/,Langenhagweg 9,4123,Allschwil,2350,3 ½,75 m²
1 ½ Zimmer-Wohnung in Bottmingen mieten,/de/wohnung/falkenstrasse-8-4103-bottmingen/605315/,Falkenstrasse 8,4103,Bottmingen,1275,1 ½,NaN
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/feldbergstrasse-19-4057-basel/604755/,Feldbergstrasse 19,4057,Basel,969,2,53 m²
2 Zimmer-Wohnung in Riehen mieten,/de/wohnung/gotenstr-6-4125-riehen/600938/,Gotenstr. 6,4125,Riehen,1290,2,56 m²
3 Zimmer-Wohnung in Birsfelden mieten,/de/wohnung/schillerstr-10-4127-birsfelden/600918/,Schillerstr. 10,4127,Birsfelden,1400,3,60 m²
1 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/leonhardsgraben-8-4051-basel/600900/,Leonhardsgraben 8,4051,Basel,1315,1 ½,40 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/utengasse-35-4058-basel/600895/,Utengasse 35,4058,Basel,1430,3,73 m²
3 ½ Zimmer-Wohnung in Binningen mieten,/de/wohnung/bottmingerstr-9-4102-binningen/600807/,Bottmingerstr. 9,4102,Binningen,2050,3 ½,79 m²
3 ½ Zimmer-Wohnung in Binningen mieten,/de/wohnung/oberwilerstrasse-66-4102-binningen/600767/,Oberwilerstrasse 66,4102,Binningen,2550,3 ½,114 m²
5 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/mulhauserstrasse-123-4056-basel/600710/,Mülhauserstrasse 123,4056,Basel,2800,5 ½,129 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/oberwilerstrasse-159-4054-basel/600682/,Oberwilerstrasse 159,4054,Basel,1889,3,91 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/st-johanns-ring-141-4056-basel/600570/,St. Johanns-Ring 141,4056,Basel,1380,3,65 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/schweizergasse-13a-4054-basel/600559/,Schweizergasse 13a,4054,Basel,1365,2,47 m²
4 Zimmer-Wohnung in Basel mieten,/de/wohnung/sevogelstrasse-142-4052-basel/600419/,Sevogelstrasse 142,4052,Basel,2240,4,92 m²
3 ½ Zimmer-Dachwohnung in Basel mieten,/de/wohnung/zurcherstrasse-111-4052-basel/600389/,Zürcherstrasse 111,4052,Basel,1690,3 ½,75 m²
3 Zimmer-Wohnung in Münchenstein mieten,/de/wohnung/bottmingerstrasse-35-4142-munchenstein/592654/,Bottmingerstrasse 35,4142,Münchenstein,1540,3,75 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/riehenstrasse-165-4058-basel/600304/,Riehenstrasse 165,4058,Basel,1240,2,52 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/pilgerstrasse-4055-basel/600285/,Pilgerstrasse,4055,Basel,1340,2 ½,65 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/lehenmattstr-201-4052-basel/600283/,Lehenmattstr. 201,4052,Basel,1460,3,61 m²
5 ½ Zimmer-Wohnung in Allschwil mieten,/de/wohnung/feldstrasse-84-4123-allschwil/572014/,Feldstrasse 84,4123,Allschwil,2945,5 ½,136 m²
4 ½ Zimmer-Wohnung in basel mieten,/de/wohnung/allmendstrasse-4058-basel/600073/,allmendstrasse,4058,basel,3940,4 ½,101 m²
1 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/sevogelstrasse-142-4052-basel/600054/,Sevogelstrasse 142,4052,Basel,1110,1 ½,37 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/hebelstr-82-4056-basel/599974/,Hebelstr. 82,4056,Basel,1500,2 ½,52 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/lehenmattstr-55-4052-basel/599868/,Lehenmattstr. 55,4052,Basel,1215,2,47 m²
4 Zimmer-Wohnung in Basel mieten,/de/wohnung/4055-basel/599682/,no street available,4055,Basel,2100,4,NaN
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/claragraben-138-4057-basel/596914/,Claragraben 138,4057,Basel,1720,3,73 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/st-jakobsstrasse-187-4052-basel/599112/,St. Jakobsstrasse 187,4052,Basel,1885,3 ½,71 m²
1 Zimmer-Wohnung in Binningen mieten,/de/wohnung/hauptstrasse-116-4102-binningen/599523/,Hauptstrasse 116,4102,Binningen,400,1,15 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/st-jakobsstrasse-193-4052-basel/599522/,St. Jakobsstrasse 193,4052,Basel,2035,3 ½,75 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/beinwilerstrasse-14-4053-basel/599487/,Beinwilerstrasse 14,4053,Basel,1270,3,57 m²
4 Zimmer-Wohnung in Basel mieten,/de/wohnung/markircherstrasse-52-4055-basel/596196/,Markircherstrasse 52,4055,Basel,1780,4,76 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/lehenmattstr-201-4052-basel/599394/,Lehenmattstr. 201,4052,Basel,1240,2,47 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/spalenring-95-4055-basel/599379/,Spalenring 95,4055,Basel,1660,3 ½,80 m²
4 Zimmer-Wohnung in Basel mieten,/de/wohnung/oberalpstrasse-113-4054-basel/599378/,Oberalpstrasse 113,4054,Basel,1740,4,85 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/delsbergerallee-7-4053-basel/599376/,Delsbergerallee 7,4053,Basel,1375,2 ½,66 m²
2 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/altrheinweg-44-4057-basel/599297/,Altrheinweg 44,4057,Basel,1450,2 ½,48 m²
4 Zimmer-Wohnung in Basel mieten,/de/wohnung/st-alban-ring-152-4052-basel/599174/,St. Alban-Ring 152,4052,Basel,2230,4,110 m²
2 Zimmer-Wohnung in Basel mieten,/de/wohnung/wettsteinallee-96-4058-basel/599160/,Wettsteinallee 96,4058,Basel,1230,2,NaN
3 Zimmer-Wohnung in basel mieten,/de/wohnung/gundeldingerstrasse-105-4053-basel/598914/,gundeldingerstrasse 105,4053,basel,1590,3,65 m²
3 ½ Zimmer-Wohnung in Basel mieten,/de/wohnung/4058-basel/598818/,no street available,4058,Basel,2980,3 ½,115 m²
3 Zimmer-Wohnung in Basel mieten,/de/wohnung/4054-basel/598721/,no street available,4054,Basel,1550,3,70 m²
